Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Donald J. Trump,@realDonaldTrump,2020-11-16T13:51:44.000Z,I won the Election!Multiple sources called this election differently,170K,183.1K,678.4K
Donald J. Trump,@realDonaldTrump,2020-11-15T19:20:07.000Z,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!",61.4K,78.1K,353.5K
Rudy W. Giuliani,@RudyGiuliani,2020-11-16T02:44:28.000Z,"The only thing that would have surprised me is if Philly didn’t cheat on a big scale in the 2020 election.

It would have been the first time they missed such an opportunity in 60 years.

Wake up to reality!",9.6K,22.7K,92K
Rudy W. Giuliani,@RudyGiuliani,2020-11-16T04:00:01.000Z,"I imagine this guy has a reading deficit. He didn’t read paragraphs 132 to 150 of the amended complaint. I guess 680,770 uninspected, unlawful mail in votes isn’t enough. Well we will find more before trial.Quote Tweet
Josh Gerstein
@joshgerstein
 · Nov 15
UPDATE: Pennsylvania's lawyers say there's now so little left of the Trump campaign's federal lawsuit over election results there that there's no need for the argument session a judge has scheduled for Tuesday https://politi.co/2H3Ik68",6.4K,25.4K,86.9K
Rudy W. Giuliani,@RudyGiuliani,2020-11-13T22:06:48.000Z,"REVEALED: Sworn Evidence Of Pervasive Voter Fraud #Affidavits 

Rudy Giuliani breaks it down here: https://youtu.be/sd-5Xm5PFmg",8.6K,30K,85.2K
Donald J. Trump,@realDonaldTrump,2020-11-16T13:33:18.000Z,"I strongly stand with Kelly & David. They are both great and MUST WIN!Quote Tweet
Kelly Loeffler
@KLoeffler
US Senate candidate, GA-Special
 · Nov 14
We will ALWAYS stand with @realDonaldTrump! ",9.7K,22.6K,122K
Derek Utley,@realDerekUtley,2020-11-14T18:54:23.000Z,Trump Supporters as far as you can see at Freedom Plaza,4.6K,12.2K,49.8K
Ryan Fournier,@RyanAFournier,2020-11-14T19:20:09.000Z,"Look at the size of this crowd down Pennsylvania Ave.

More than a MILLION people showed up to support this President.

Meanwhile Biden can’t fill 36 circles.

#MillionMAGAMarch",7.9K,27.5K,82.2K
Alex Bruesewitz,@alexbruesewitz,2020-11-14T20:01:35.000Z,"It was a GREAT honor to speak to TENS OF THOUSANDS of great Americans today at the #MarchForTrump

WE. ARE. THE. MAJORITY.

We are SILENT no longer.

We will ALWAYS fight for 
@realDonaldTrump
 and for FREE & FAIR elections.

God bless you ALL!

RT!3:25
546.8K views
This claim about election fraud is disputed",5.7K,18.7K,73.3K
Andy Ngô,@MrAndyNgo,2020-11-14T21:52:27.000Z,"BLM-antifa thugs are running around and beating people on the streets in DC. Video by 
@VenturaReport
:The following media includes potentially sensitive content. Change settings
View
From 
Jorge Ventura Media",8.9K,25.7K,41.3K
Donald J. Trump,@realDonaldTrump,2020-11-16T13:14:59.000Z,This is crazy! https://twitter.com/1776Stonewall/status/1328222499285463041…This Tweet is unavailable.,5.3K,26.7K,99.9K
Donald J. Trump,@realDonaldTrump,2020-11-16T13:13:41.000Z,No way! https://twitter.com/1776Stonewall/status/1328222499285463041…This Tweet is unavailable.,4.5K,26.1K,105K
Tim Murtaugh,@TimMurtaugh,2020-11-15T16:41:28.000Z,"In 2012, the 
@nytimes
 was very concerned about fraud in mail-in voting.Error and Fraud at Issue as Absentee Voting Rises (Published 2012)
Nationwide, mailed ballots now account for nearly 20 percent of votes, yet such ballots are more likely to be compromised, and contested, than those cast in person, statistics show.
nytimes.com",1.3K,11.8K,31.9K
Donald J. Trump,@realDonaldTrump,2020-11-16T13:09:45.000Z,"The Washington Post forgot to read the complaint. Fake News. Poll Watchers, and the way they were treated, are a very big deal in the complaint!Quote Tweet
Tim Murtaugh
@TimMurtaugh
 · Nov 15
This story is completely erroneous. Our lawsuit in Pennsylvania absolutely still makes an issue of the 682,479 mail-in and absentee ballots that were counted in secret.

To write that we had scrapped that argument requires not reading the amended complaint. twitter.com/washingtonpost…",4.7K,19.3K,82K
Donald J. Trump,@realDonaldTrump,2020-11-16T04:55:48.000Z,I WON THE ELECTION!Multiple sources called this election differently,263.8K,324.9K,715.1K
Kyle Becker,@kylenabecker,2020-11-14T07:19:56.000Z,"DOMINION.
""We began to look and realized how easy it is to change votes.""

Election security expert 
@RussRamsland
 has performed many investigations on US election machines.

The most *shocking* thing about this interview is it took place just days BEFORE the election. Watch2:16
2.5M views
Learn about US 2020 election security efforts",6.9K,49.6K,100.5K
Donald J. Trump,@realDonaldTrump,2020-11-16T01:46:37.000Z,"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..",59.3K,85.1K,350.8K
Donald J. Trump,@realDonaldTrump,2020-11-16T01:46:38.000Z,"....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in many of our States, to millions of ballots that have been altered by Democrats, only for Democrats, to voting after the Election was over, to using Radical LeftThis claim about election fraud is disputed",10.6K,33.3K,177.2K
Donald J. Trump,@realDonaldTrump,2020-11-16T01:46:38.000Z,"....owned Dominion Voting Systems, turned down by Texas and many others because it was not good or secure, those responsible for the safeguarding of our Constitution cannot allow the Fake results of the 2020 Mail-In Election to stand. The World is watching!This claim about election fraud is disputed",22.9K,37.5K,187.9K
Donald J. Trump,@realDonaldTrump,2020-11-16T00:47:09.000Z,"A great launch! 
@NASA
 was a closed up disaster when we took over. Now it is again the “hottest”, most advanced, space center in the world, by far!Quote Tweet
NASA
@NASA
 · Nov 15
LIVE NOW: We are ready to #LaunchAmerica. Are you? 
Watch coverage of the NASA @SpaceX Crew-1 mission. Liftoff is at 7:27pm ET: https://twitter.com/i/broadcasts/1ypKdgRrpjoxW… https://twitter.com/i/broadcasts/1ypKdgRrpjoxW…",22K,34.5K,182.3K
Donald J. Trump,@realDonaldTrump,2020-11-15T22:21:55.000Z,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, & the outrage of things that were done to change the outcome, will soon be filed!",54.6K,81.2K,341.4K
Donald J. Trump,@realDonaldTrump,2020-11-15T21:55:33.000Z,"Spirit like never before!Quote Tweet
Dan Scavino
@DanScavino
 · Nov 14
THANK YOU #MARCHFORTRUMP!",18.7K,41.1K,211.1K
Donald J. Trump,@realDonaldTrump,2020-11-15T21:36:02.000Z,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted https://breitbart.com/law-and-order/2020/11/15/watch-d-c-cops-direct-trump-supporters-into-gauntlet-of-protesters-do-nothing-when-they-are-assaulted/… via 
@BreitbartNews
. These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are...
""D.C. police failed me today,"" says Trump supporter forced by officers to walk through a gauntlet of BLM/Antifa protesters.
breitbart.com",12.3K,34.6K,106K
Donald J. Trump,@realDonaldTrump,2020-11-15T19:31:01.000Z,"Great job Emily!Quote Tweet
Emily Murphy
@GSAEmily
 · Nov 5
Happy National Veterans Small Business Week! #DYK? The federal government's goal is to award at least 3% of all federal contracting dollars to service-disabled veteran-owned small businesses each year. You can find help from @GSAOSDBU at http://gsa.gov/small-business.",7K,18.1K,103.8K
Donald J. Trump,@realDonaldTrump,2020-11-15T18:20:43.000Z,"From 
Team Trump (Text TRUMP to 88022)",7.9K,27.1K,105.1K
Donald J. Trump,@realDonaldTrump,2020-11-15T18:21:05.000Z,"From 
Team Trump (Text TRUMP to 88022)",2.6K,13.3K,61.3K
Donald J. Trump,@realDonaldTrump,2020-11-15T18:21:49.000Z,"4:35
1.5M views
From 
Team Trump (Text TRUMP to 88022)",3.2K,12.6K,58K
Donald J. Trump,@realDonaldTrump,2020-11-15T14:59:55.000Z,"Rudy will be interviewed by 
@MariaBartiromo
 at 10:00 A.M. NOW!Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Nov 14
I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy Giuliani, Joseph diGenova, Victoria Toensing, Sidney Powell, and Jenna Ellis, a truly great team, added to our other wonderful lawyers and representatives!",25.5K,24.2K,129.7K
Donald J. Trump,@realDonaldTrump,2020-11-15T14:55:44.000Z,"Progress!Quote Tweet
NBC12 WWBT Richmond
@NBC12
 · Nov 14
Virginia Wesleyan University business professor and dean Paul Ewell wrote that anyone who chose Biden for president is “ignorant, anti-American and anti-Christian.” https://nbc12.com/2020/11/14/va-professor-causes-uproar-asking-biden-voters-unfriend-him/…",28.5K,37.4K,171.8K
Donald J. Trump,@realDonaldTrump,2020-11-15T14:19:51.000Z,He only won in the eyes of the FAKE NEWS MEDIA. I concede NOTHING! We have a long way to go. This was a RIGGED ELECTION!This claim about election fraud is disputed,124.5K,155.6K,568.9K
Donald J. Trump,@realDonaldTrump,2020-11-15T14:16:11.000Z,RIGGED ELECTION. WE WILL WIN!This claim about election fraud is disputed,82.6K,116.9K,601.5K
TheLeoTerrell,@TheLeoTerrell,2020-11-13T22:01:17.000Z,"Operation Warp Speed will become 
@realDonaldTrump
 greatest achievement. Sorry #Democrats and sleepy 
@JoeBiden
.  #TrumpForever 
@seanhannity
 @foxnation
 @DailyCaller",6.6K,14.2K,66.9K
Gregg Jarrett,@GreggJarrett,2020-11-10T18:50:10.000Z,"‘TRUTH VERSUS LIES’: Prominent attorney Lin Woods tells America why he joined Trump’s election team‘TRUTH VERSUS LIES’: Prominent attorney Lin Woods tells America why he joined Trump’s election team...
“Then all the sudden every network, including Fox News, started doing what they do best - they started lying to the American public. And they took a victory
thegreggjarrett.com",3.4K,16.9K,58.7K
Gregg Jarrett,@GreggJarrett,2020-11-10T19:50:31.000Z,"‘BREATHTAKING ABUSE’: Republican Attorneys General file amicus brief urging SCOTUS to rule on Pennsylvania mail-in ballotsThis claim about election fraud is disputed
‘BREATHTAKING ABUSE’: Republican Attorneys General file amicus brief urging SCOTUS to rule on...
As the post-election legal battle forges on, 10 Republican Attorneys General from several states are urging the Supreme Court to get involved in the state of
thegreggjarrett.com",2.5K,14.9K,49.7K
Gregg Jarrett,@GreggJarrett,2020-11-11T13:47:23.000Z,"In Russia hoax probe, fired FBI Deputy Director McCabe gives ludicrous defense of misconductIn Russia hoax probe, fired FBI Deputy Director McCabe gives ludicrous defense of misconduct |...
Fired FBI Deputy Director Andrew McCabe wants his old job back. Heaven help us.
thegreggjarrett.com",1.4K,8.8K,32.2K
Gregg Jarrett,@GreggJarrett,2020-11-12T19:25:27.000Z,"JARRETT: ‘Eyewitnesses and sworn affidavits are evidence in a court of law’JARRETT: ‘Eyewitnesses and sworn affidavits are evidence in a court of law’ | Gregg Jarrett
As the Trump campaign moves forward with legal challenges in several battleground states, Democrats and the left-wing media continue to question and brush off
thegreggjarrett.com",2.3K,11.4K,38.4K
Greg Gutfeld Show,@GregGutfeldShow,2020-11-15T03:07:00.000Z,WATCH: Greg's latest monologue. #Gutfeld,3K,15.9K,45.7K
Donald J. Trump,@realDonaldTrump,2020-11-15T13:04:01.000Z,"Watch 
@RudyGiuliani
 interview on 
@MariaBartiromo
 this morning at 10:00. Doing a great job exposing the Rigged Election Hoax!This claim about election fraud is disputed",21.6K,39.6K,195K
Watters' World,@WattersWorld,2020-11-14T18:00:01.000Z,"What is the future for mail-in ballots?  Former Speaker of The House 
@newtgingrich
 and 
@jessewatters
 discuss, tonight. #FoxNews 8PM ET",2.1K,6.7K,31.2K
Watters' World,@WattersWorld,2020-11-14T20:00:01.000Z,"A fraud investigation in Watters' World. 
@TomFitton
 and 
@AndrewCMcCarthy
 to break down the legal challenges as Team Trump looks for a path to victory. #FoxNews 8PM ET.",1.7K,7.2K,33.2K
Watters' World,@WattersWorld,2020-11-14T21:00:00.000Z,"President Trump is not going away anytime soon as he is said to be the head of the GOP for decades to come. Congressman 
@mattgaetz
 and 
@nedryun
 are in Watters' World to discuss the future of the Republican Party, tonight. #FoxNews 8PM ET",3.3K,7.3K,35.8K
Watters' World,@WattersWorld,2020-11-14T22:00:00.000Z,"Was Joe Biden installed? Many people asking that question after big tech, big media, and big money are trying to drag him across the finish line. Historian 
@VDHanson
 is here with more, tonight. #FoxNews 8PM ET.",2.4K,8.7K,36.9K
Donald J. Trump,@realDonaldTrump,2020-11-15T12:56:26.000Z,"All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!This claim about election fraud is disputed",28.1K,58.8K,266.4K
